,GEOID10,canrate_x,mean,canrate_y,residual
237,55133204004,0.48,3.0469319770798107,0.48,1.5965328837853638
238,55133204301,0.05,2.9370934907780137,0.05,0.6942182130925212
239,55133204502,0.13,2.7151770898083734,0.13,1.1044421781541875
240,55133204501,0.3,3.059599708986363,0.3,1.1601731326717537
241,55133203704,0.1,2.2611025178898645,0.1,1.4879014135381867
242,55133203902,0.08,3.715060654808493,0.08,-0.0131336144034484
243,55133202102,0.14,2.6866098926180886,0.14,1.1565478208559754
244,55035000100,0.76,4.77177198626315,0.76,0.5307693489241156
245,55035000501,0.01,5.563413292169571,0.01,-2.026255370345049
246,55035000502,0.0,5.021640149284812,0.0,-1.508020672971793
247,55133201704,0.17,2.029545547174556,0.17,1.8842275028340176
248,55133202902,0.03,2.118029499053955,0.03,1.466205313793573
249,55133201404,0.03,2.4473356008529663,0.03,1.136899211994562
250,55133203303,0.03,2.653959360989657,0.03,0.9302754518578716
251,55133203304,0.13,2.121439139936224,0.13,1.6981801280263369
252,55133200803,0.02,2.1587989466885724,0.02,1.4018974206474528
253,55133200201,0.05,1.994081518866799,0.05,1.6372301850037358
254,55133201402,0.02,2.288123259177574,0.02,1.272573108158451
255,55133200102,0.04,1.6990370750427246,0.04,1.9087361833163072
256,55133200103,0.02,1.829740022713284,0.02,1.7309563446227416
257,55133200600,0.01,1.8304419934749605,0.01,1.7067159283495612
258,55133202700,0.0,2.251665455954416,0.0,1.2619540203586026
259,55133201701,0.04,2.29035609588027,0.04,1.3174171624787618
260,55133200901,0.04,1.1910416105226294,0.04,2.4167316478364027
261,55119960500,0.0,4.971952485001606,0.0,-1.4583330086885873
262,55119960400,0.07,4.647645532129963,0.07,-0.9692569372364216
263,55119960600,0.02,5.328793693666454,0.02,-1.768097326330429
264,55119960200,0.23,3.889904717309282,0.23,0.1650990057683117
265,55119960100,0.11,4.688766101043376,0.11,-0.9162237241038214
266,55119960300,0.12,4.087053867597806,0.12,-0.2909730451467487
267,55133201504,0.04,2.0814447276520007,0.04,1.5263285307070311
268,55133201506,0.06,2.620443718773978,0.06,1.03440643060806
269,55133200902,0.05,1.7182361132332258,0.05,1.9130755906373087
270,55133201800,0.05,2.386941409692532,0.05,1.2443702941780028
271,55133202800,0.04,2.0940300369262697,0.04,1.5137432214327622
272,55001950501,0.07,4.459830769510611,0.07,-0.7814421746170694
273,55001950201,0.05,4.76457199032938,0.05,-1.1332602864588457
274,55001950502,0.11,4.672239423382516,0.11,-0.8996970464429617
275,55001950202,0.22,4.228601390132813,0.22,-0.1971361125667234
276,55001950100,0.12,3.848849048977586,0.12,-0.0527682265265285
277,55001950700,0.19,5.426357837872442,0.19,-1.4655078968408617
278,55001950400,0.14,4.547492499142017,0.14,-0.7043347856679527
279,55133200700,0.08,1.5737200588374942,0.08,2.1282069815675504
280,55133200801,0.02,2.201859102320315,0.02,1.35883726501571
281,55133202302,0.04,2.240669157769945,0.04,1.3671041005890867
282,55133201600,0.2,2.690037320387688,0.2,1.2943510661553956
283,55133202002,0.22,2.658459908644358,0.22,1.373005368921732
284,55133201505,0.04,3.225887932867374,0.04,0.3818853254916576
285,55133202400,0.01,2.12688122689724,0.01,1.4102766949272816
286,55133201503,0.04,2.286607313156128,0.04,1.3211659452029036
287,55101001504,0.02,2.5799558639526365,0.02,0.9807405033833888
288,55101002001,0.01,2.57364454756688,0.01,0.9635133742576416
289,55101001801,0.09,3.211607939955117,0.09,0.5138575459614305
290,55101001705,0.03,2.050696259035784,0.03,1.5335385538117443
291,55133200500,0.04,1.9097850182477163,0.04,1.6979882401113155
292,55133203402,0.03,1.9878005425135288,0.03,1.596434270333999
293,55133204002,0.68,3.71255702273691,0.68,1.4016767483583297
294,55133200202,0.06,2.09512024641037,0.06,1.559729902971668
295,55133203404,0.06,2.2787971945552083,0.06,1.3760529548268297
296,55133203000,0.01,2.134031368556776,0.01,1.4031265532677455
297,55133203103,0.01,2.3539421558380127,0.01,1.183215765986509
298,55113100500,0.16,1.932802467082652,0.16,1.9574321374144183
299,55113940000,0.1,1.3602405761434238,0.1,2.3887633552846275
300,55113100800,0.19,1.7477710601876562,0.19,2.2130788808439243
301,55113100700,0.09,1.8196252109937927,0.09,1.905840274922755
302,55113100400,0.04,2.2043040648919776,0.04,1.4034691934670542
303,55113100300,0.03,2.065127402884836,0.03,1.5191074099626922
304,55125950600,0.49,0.6009627056401387,0.49,4.06604060073654
305,55125940000,0.2,1.1873276332063802,0.2,2.797060753336704
306,55125950700,0.09,0.8102502870264409,0.09,2.915215198890107
307,55125950200,0.3,2.1033837741063075,0.3,2.116389067551809
308,55125950500,0.05,0.7459339076376897,0.05,2.885377796232845
309,55101002701,0.04,2.6077395907619545,0.04,1.0000336675970771
310,55101002702,0.14,3.3488687930850807,0.14,0.4942889203889833
311,55101002002,0.2,1.7462910778985652,0.2,2.2380973086445186
312,55101001802,0.25,2.1550836216992346,0.25,1.946996992401365
313,55101001706,0.01,2.360402026266422,0.01,1.1767558955580997
314,55101001505,0.0,2.6301343688717136,0.0,0.883485107441305
315,55133203802,0.47,4.022505181572366,0.47,0.5974212337813052
316,55133203602,0.08,2.6562068557739256,0.08,1.045720184631119
317,55133203702,0.29,2.194540935534018,0.29,2.0016934606125947
318,55133201300,0.15,2.457858430147171,0.15,1.408837728838396
319,55133203102,0.03,2.5306644439697266,0.03,1.0535703688778018
320,55133203804,0.3,2.3671745004229665,0.3,1.8525983412351497
321,55133200400,0.26,2.091497675666596,0.26,2.0341213839455072
322,55133203101,0.04,2.511187341977965,0.04,1.0965859163810667
323,55133203803,0.19,2.299407411366701,0.19,1.6614425296648792
324,55101002800,0.26,3.054343537850813,0.26,1.0712755217612902
325,55101001900,0.29,1.5081692906002715,0.29,2.6880651055463414
326,55101001302,0.01,2.549518849398639,0.01,0.9876390724258828
327,55101001301,0.01,2.522646275433627,0.01,1.0145116463908948
328,55101001003,0.01,2.52742338180542,0.01,1.0097345400191018
329,55101001002,0.01,2.6095569133758545,0.01,0.9276010084486672
330,55101000700,0.01,2.5185293674469,0.01,1.0186285543776217
331,55101000500,0.01,2.421303899664628,0.01,1.1158540221598936
332,55133202500,0.03,2.277695883152097,0.03,1.3065389296954315
333,55133204200,0.07,2.8104823504307475,0.07,0.8679062444627941
334,55133202202,0.06,2.431194038952098,0.06,1.22365611042994
335,55133203601,0.08,2.799660356738899,0.08,0.9022666836661456
336,55133202301,0.04,2.384825342042105,0.04,1.2229479163169268
337,55133202201,0.04,2.577990695282265,0.04,1.029782563076767
338,55133203500,0.38,2.858809046447277,0.38,1.5492713593028649
339,55133201203,0.07,2.103183898769441,0.07,1.5752046961241004
340,55131420401,0.01,0.2891595155000687,0.01,3.247998406324453
341,55131440105,0.22,1.841411909173588,0.22,2.190053368392502
342,55131440103,0.18,2.5489814634225807,0.18,1.3883300320974965
343,55131470203,0.03,1.6367985918408348,0.03,1.9474362210066936
344,55131470204,0.09,1.358948569882799,0.09,2.3665169160337487
345,55131440104,0.08,3.061275833596786,0.08,0.6406512068082586
346,55131440106,0.47,3.3063347858387035,0.47,1.3135916295149674
347,55121100800,0.16,5.049289253601341,0.16,-1.15905464910427
348,55121100100,0.2,4.892497020227867,0.2,-0.9081086336847832
349,55121100700,0.21,4.873939979509268,0.21,-0.8660131474546819
350,55101000400,0.01,2.446629866309788,0.01,1.0905280555147336
351,55101000300,0.01,2.431188225746155,0.01,1.105969696078367
352,55101000200,0.01,2.456061052553581,0.01,1.0810968692709406
353,55101000100,0.01,2.454414476047863,0.01,1.082743445776659
354,55101001701,0.01,3.0751885674957538,0.01,0.4619693543287679
355,55101001703,0.11,2.121765256137424,0.11,1.6507771208021302
356,55101001702,0.05,2.115204718377856,0.05,1.5161069854926792
357,55101001202,0.0,2.438370068868001,0.0,1.0752494074450176
358,55107960500,0.01,0.6391197204269389,0.01,2.8980382013975827
359,55107960400,0.1,1.5785765978835418,0.1,2.170427333544509
360,55107960100,0.19,1.949209590536808,0.19,2.011640350494772
361,55107960300,0.04,1.8782811059504216,0.04,1.7294921524086102
362,55107960200,0.2,2.287721665323034,0.2,1.69666672122005
363,55133204400,0.08,3.0630588722229004,0.08,0.6388681681821442
364,55133200300,0.28,1.956783467781044,0.28,2.215912482854065
365,55133203405,0.12,2.79540321008483,0.12,1.0006776123662275
366,55133201202,0.03,2.203546588138868,0.03,1.3806882247086605
367,55133201102,0.05,2.260697919268941,0.05,1.370613784601594
368,55133201101,0.05,1.9561760571538185,0.05,1.6751356467167164
369,55133201000,0.07,2.227616810280344,0.07,1.4507717846131976
370,55133200101,0.01,1.9703546077013017,0.01,1.56680331412322
371,55133202001,0.39,2.9121196190516154,0.39,1.51949923221003
372,55131420105,0.05,1.004673632340772,0.05,2.6266380715297637
373,55131420106,0.06,1.5888713465796576,0.06,2.0659788028023804
374,55131420402,0.01,1.2071418026462195,0.01,2.3300161191783024
375,55131450105,0.2,1.8578688860254944,0.2,2.126519500517589
376,55131450106,0.18,1.8963508604376007,0.18,2.0409606350824765
377,55131450104,0.24,2.4001335607384737,0.24,1.6784086078506224
378,55131400103,0.48,1.8065197064483447,0.48,2.8369451544168296
379,55131450103,0.18,1.788215388177019,0.18,2.149096107343058
380,55131400104,0.46,1.188808308421052,0.46,3.407579661421116
381,55131440200,0.05,2.7778353881835938,0.05,0.8534763156869412
382,55121100300,0.17,4.921186108608755,0.17,-1.0074130586001817
383,55121100200,0.16,4.909916492711407,0.16,-1.019681888214336
384,55121100400,0.11,4.810138196285526,0.11,-1.0375958193459716
385,55121100600,0.13,5.134947750972022,0.13,-1.315328483009461
386,55121100500,0.19,5.258377670796618,0.19,-1.2975277297650374
387,55101001100,0.01,2.444868397068333,0.01,1.0922895247561888
388,55101001001,0.01,2.6097400188446045,0.01,0.9274179029799172
389,55101000904,0.01,3.2323102304490945,0.01,0.3048476913754272
390,55101000901,0.02,2.7997544058438004,0.02,0.7609419614922248
391,55101000800,0.03,2.845871484640873,0.03,0.7383633282066553
392,55101000600,0.01,2.4204270726158503,0.01,1.1167308492086714
393,55101000903,0.01,3.0365104726020324,0.01,0.5006474492224893
394,55101980000,0.01,2.2881757766008377,0.01,1.248982145223684
395,55101002100,0.21,2.8877967345964657,0.21,1.1201300974581208
396,55133203403,0.07,1.9006181020530863,0.07,1.7777704928404552
397,55133202600,0.03,2.2842400074005127,0.03,1.2999948054470156
398,55133203200,0.12,2.5063899887932672,0.12,1.28969083365779
399,55133201900,0.27,2.330662711387969,0.27,1.8184947937356368
400,55133203306,0.14,2.0917162105954925,0.14,1.7514415028785717
401,55133201201,0.02,2.1357521090591165,0.02,1.4249442582769087
402,55133204100,0.37,2.4288335977914093,0.37,1.955708362447229
403,55133203406,0.38,2.5465192630290985,0.38,1.8615611427210437
404,55131470202,0.03,1.5752312678557177,0.03,2.0090035449918107
405,55131460101,0.25,2.295277119277916,0.25,1.806803494822684
406,55131410100,0.28,2.1266261831193334,0.28,2.046069767515776
407,55131420104,0.29,1.8543154294030708,0.29,2.341918966743542
408,55131400102,0.05,1.1539305878668715,0.05,2.4773811160036634
409,55131420300,0.01,0.7175258343869989,0.01,2.819632087437523
410,55131420103,0.25,1.6731196081419604,0.25,2.428961005958639
411,55131460102,0.13,1.8621291389652328,0.13,1.957490128997328
412,55101001602,0.03,2.505653699613967,0.03,1.0785811132335614
413,55101001601,0.2,2.2977604323186047,0.2,1.686627954224479
414,55101001502,0.08,2.445577178955078,0.08,1.2563498614499666
415,55101001501,0.06,2.468118912082608,0.06,1.1867312372994303
416,55101001400,0.02,2.586514802689248,0.02,0.9741815646467772
417,55101001201,0.04,2.4222587493428014,0.04,1.1855145090162305
418,55101002600,0.13,3.7327904603252673,0.13,0.0868288076372936
419,55101002402,0.04,3.7400067949836906,0.04,-0.1322335366246587
420,55131420200,0.02,1.3541383312808142,0.02,2.206558036055211
421,55131470100,0.33,1.907363288115738,0.33,2.383024890076888
422,55131430100,0.3,2.449185187413509,0.3,1.7705876542446073
423,55123960500,0.26,4.41986698628385,0.26,-0.2942479266717468
424,55123960400,0.01,4.71236668883116,0.01,-1.175208767006639
425,55123960100,0.2,4.657812378398275,0.2,-0.6734239918551914
426,55123960300,0.18,4.67103206123204,0.18,-0.733720565711963
427,55123960200,0.27,4.570831502540202,0.27,-0.4216739974165966
